State Code,State,Case Number,County Code,County,Monthid,Month,Day,Day of Month,Day of Week,Weekday,Year,Hour,Hour Range,Minute,Minute Digit,Latitude,Latitudeid,Longitude,Longitudeid,Light Conditionid,Light Condition,Weatherid,Weather Condition,Number of Deaths
37,North Carolina,370272,133,ONSLOW (133),3,March,5,5,6,Friday,2021,8,8:00am-8:59am,36,36,34.75197222,34.75197222,-77.44613056,-77.44613056,1,Daylight,1,Clear,1
37,North Carolina,370273,133,ONSLOW (133),3,March,2,2,3,Tuesday,2021,18,6:00pm-6:59pm,11,11,34.71470833,34.71470833,-77.22931111,-77.22931111,5,Dusk,1,Clear,1
37,North Carolina,370274,133,ONSLOW (133),3,March,21,21,1,Sunday,2021,18,6:00pm-6:59pm,29,29,34.73498056,34.73498056,-77.238425,-77.238425,5,Dusk,1,Clear,1
37,North Carolina,370275,133,ONSLOW (133),3,March,25,25,5,Thursday,2021,15,3:00pm-3:59pm,13,13,34.81930278,34.81930278,-77.52782778,-77.52782778,1,Daylight,1,Clear,2
37,North Carolina,370276,135,ORANGE (135),3,March,31,31,4,Wednesday,2021,7,7:00am-7:59am,14,14,36.21673056,36.21673056,-79.17903333,-79.17903333,1,Daylight,1,Clear,1
37,North Carolina,370277,139,PASQUOTANK (139),3,March,21,21,1,Sunday,2021,12,12:00pm-12:59pm,40,40,36.364925,36.364925,-76.29084722,-76.29084722,1,Daylight,1,Clear,2
37,North Carolina,370278,147,PITT (147),3,March,9,9,3,Tuesday,2021,20,8:00pm-8:59pm,45,45,77.7777,77.7777,777.7777,777.7777,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370279,147,PITT (147),3,March,13,13,7,Saturday,2021,12,12:00pm-12:59pm,30,30,35.547925,35.547925,-77.42801389,-77.42801389,1,Daylight,1,Clear,1
37,North Carolina,370280,151,RANDOLPH (151),3,March,15,15,2,Monday,2021,10,10:00am-10:59am,38,38,35.87288056,35.87288056,-80.02292778,-80.02292778,1,Daylight,10,Cloudy,1
37,North Carolina,370281,153,RICHMOND (153),3,March,17,17,4,Wednesday,2021,20,8:00pm-8:59pm,34,34,34.82765556,34.82765556,-79.72934167,-79.72934167,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370282,155,ROBESON (155),3,March,4,4,5,Thursday,2021,19,7:00pm-7:59pm,21,21,34.83663333,34.83663333,-79.02673889,-79.02673889,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370283,155,ROBESON (155),3,March,12,12,6,Friday,2021,18,6:00pm-6:59pm,22,22,34.66253333,34.66253333,-79.07867222,-79.07867222,1,Daylight,1,Clear,1
37,North Carolina,370284,155,ROBESON (155),3,March,11,11,5,Thursday,2021,23,11:00pm-11:59pm,51,51,34.85034444,34.85034444,-79.11908611,-79.11908611,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370285,155,ROBESON (155),3,March,24,24,4,Wednesday,2021,7,7:00am-7:59am,41,41,34.84216944,34.84216944,-79.08857222,-79.08857222,1,Daylight,1,Clear,2
37,North Carolina,370286,155,ROBESON (155),3,March,29,29,2,Monday,2021,16,4:00pm-4:59pm,47,47,34.56227222,34.56227222,-79.31418611,-79.31418611,1,Daylight,1,Clear,2
37,North Carolina,370287,157,ROCKINGHAM (157),3,March,11,11,5,Thursday,2021,16,4:00pm-4:59pm,15,15,36.32961389,36.32961389,-79.60402778,-79.60402778,1,Daylight,1,Clear,1
37,North Carolina,370288,163,SAMPSON (163),3,March,5,5,6,Friday,2021,19,7:00pm-7:59pm,56,56,35.21081111,35.21081111,-78.32211944,-78.32211944,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370289,165,SCOTLAND (165),3,March,14,14,1,Sunday,2021,6,6:00am-6:59am,48,48,34.69870278,34.69870278,-79.44180833,-79.44180833,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370290,167,STANLY (167),3,March,8,8,2,Monday,2021,10,10:00am-10:59am,46,46,35.40786667,35.40786667,-80.25933889,-80.25933889,1,Daylight,1,Clear,1
37,North Carolina,370291,171,SURRY (171),3,March,22,22,2,Monday,2021,6,6:00am-6:59am,12,12,36.40705833,36.40705833,-80.49794722,-80.49794722,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370292,179,UNION (179),3,March,4,4,5,Thursday,2021,10,10:00am-10:59am,37,37,35.10540833,35.10540833,-80.40208333,-80.40208333,1,Daylight,1,Clear,1
37,North Carolina,370293,179,UNION (179),3,March,16,16,3,Tuesday,2021,13,1:00pm-1:59pm,50,50,34.92620556,34.92620556,-80.73616111,-80.73616111,1,Daylight,2,Rain,1
37,North Carolina,370294,181,VANCE (181),3,March,8,8,2,Monday,2021,22,10:00pm-10:59pm,51,51,36.394425,36.394425,-78.337425,-78.337425,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370295,183,WAKE (183),3,March,5,5,6,Friday,2021,19,7:00pm-7:59pm,30,30,35.80716667,35.80716667,-78.52883889,-78.52883889,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370296,183,WAKE (183),3,March,23,23,3,Tuesday,2021,22,10:00pm-10:59pm,56,56,35.61055278,35.61055278,-78.59896667,-78.59896667,2,Dark - Not Lighted,10,Cloudy,1
37,North Carolina,370297,183,WAKE (183),3,March,13,13,7,Saturday,2021,21,9:00pm-9:59pm,54,54,35.89589444,35.89589444,-78.50663056,-78.50663056,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370298,183,WAKE (183),3,March,30,30,3,Tuesday,2021,18,6:00pm-6:59pm,3,3,35.89396111,35.89396111,-78.62250278,-78.62250278,1,Daylight,1,Clear,1
37,North Carolina,370299,185,WARREN (185),3,March,28,28,1,Sunday,2021,0,0:00am-0:59am,8,8,36.34724722,36.34724722,-78.06983889,-78.06983889,2,Dark - Not Lighted,10,Cloudy,1
37,North Carolina,370300,191,WAYNE (191),3,March,3,3,4,Wednesday,2021,7,7:00am-7:59am,22,22,35.44898611,35.44898611,-78.11889722,-78.11889722,1,Daylight,1,Clear,1
37,North Carolina,370301,193,WILKES (193),3,March,20,20,7,Saturday,2021,12,12:00pm-12:59pm,53,53,36.12544167,36.12544167,-81.11420278,-81.11420278,1,Daylight,1,Clear,1
37,North Carolina,370302,195,WILSON (195),3,March,13,13,7,Saturday,2021,18,6:00pm-6:59pm,8,8,35.73473611,35.73473611,-77.94668333,-77.94668333,1,Daylight,1,Clear,1
37,North Carolina,370303,1,ALAMANCE (1),4,April,15,15,5,Thursday,2021,9,9:00am-9:59am,31,31,36.09067778,36.09067778,-79.40701944,-79.40701944,1,Daylight,10,Cloudy,2
37,North Carolina,370304,7,ANSON (7),4,April,10,10,7,Saturday,2021,12,12:00pm-12:59pm,27,27,34.85463056,34.85463056,-79.99444444,-79.99444444,1,Daylight,1,Clear,1
37,North Carolina,370305,15,BERTIE (15),4,April,3,3,7,Saturday,2021,23,11:00pm-11:59pm,48,48,36.17644167,36.17644167,-76.95526944,-76.95526944,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370306,17,BLADEN (17),4,April,4,4,1,Sunday,2021,15,3:00pm-3:59pm,22,22,34.67779444,34.67779444,-78.74124444,-78.74124444,1,Daylight,1,Clear,1
37,North Carolina,370308,19,BRUNSWICK (19),4,April,10,10,7,Saturday,2021,13,1:00pm-1:59pm,2,2,34.06561389,34.06561389,-78.18823889,-78.18823889,1,Daylight,10,Cloudy,1
37,North Carolina,370309,19,BRUNSWICK (19),4,April,16,16,6,Friday,2021,8,8:00am-8:59am,42,42,33.98198333,33.98198333,-78.27069444,-78.27069444,1,Daylight,1,Clear,1
37,North Carolina,370310,21,BUNCOMBE (21),4,April,11,11,1,Sunday,2021,13,1:00pm-1:59pm,36,36,35.54086389,35.54086389,-82.75346944,-82.75346944,1,Daylight,1,Clear,1
37,North Carolina,370311,21,BUNCOMBE (21),4,April,12,12,2,Monday,2021,17,5:00pm-5:59pm,22,22,35.43693889,35.43693889,-82.53655278,-82.53655278,1,Daylight,1,Clear,1
37,North Carolina,370312,21,BUNCOMBE (21),4,April,15,15,5,Thursday,2021,15,3:00pm-3:59pm,32,32,35.61718056,35.61718056,-82.62371389,-82.62371389,1,Daylight,1,Clear,1
37,North Carolina,370313,21,BUNCOMBE (21),4,April,6,6,3,Tuesday,2021,8,8:00am-8:59am,36,36,35.62346944,35.62346944,-82.55477778,-82.55477778,1,Daylight,1,Clear,1
37,North Carolina,370314,21,BUNCOMBE (21),4,April,26,26,2,Monday,2021,3,3:00am-3:59am,47,47,35.70620833,35.70620833,-82.65074167,-82.65074167,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370315,21,BUNCOMBE (21),4,April,26,26,2,Monday,2021,12,12:00pm-12:59pm,44,44,35.59080556,35.59080556,-82.57093889,-82.57093889,1,Daylight,1,Clear,1
37,North Carolina,370316,25,CABARRUS (25),4,April,24,24,7,Saturday,2021,15,3:00pm-3:59pm,14,14,35.2771,35.2771,-80.57531667,-80.57531667,1,Daylight,2,Rain,1
37,North Carolina,370317,33,CASWELL (33),4,April,16,16,6,Friday,2021,22,10:00pm-10:59pm,50,50,36.40378611,36.40378611,-79.33708056,-79.33708056,3,Dark - Lighted,1,Clear,1
37,North Carolina,370318,27,CALDWELL (27),4,April,8,8,5,Thursday,2021,2,2:00am-2:59am,53,53,35.78426389,35.78426389,-81.35905556,-81.35905556,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370319,45,CLEVELAND (45),4,April,15,15,5,Thursday,2021,20,8:00pm-8:59pm,32,32,35.27855278,35.27855278,-81.54123056,-81.54123056,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370320,47,COLUMBUS (47),4,April,2,2,6,Friday,2021,19,7:00pm-7:59pm,31,31,34.195025,34.195025,-78.73688056,-78.73688056,1,Daylight,1,Clear,1
37,North Carolina,370321,47,COLUMBUS (47),4,April,16,16,6,Friday,2021,20,8:00pm-8:59pm,24,24,34.35829167,34.35829167,-78.30591944,-78.30591944,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370322,47,COLUMBUS (47),4,April,28,28,4,Wednesday,2021,9,9:00am-9:59am,54,54,34.45866944,34.45866944,-78.77047778,-78.77047778,1,Daylight,1,Clear,1
37,North Carolina,370323,47,COLUMBUS (47),4,April,30,30,6,Friday,2021,16,4:00pm-4:59pm,24,24,34.32988056,34.32988056,-78.50401111,-78.50401111,1,Daylight,1,Clear,1
37,North Carolina,370324,49,CRAVEN (49),4,April,15,15,5,Thursday,2021,18,6:00pm-6:59pm,0,0,35.23478611,35.23478611,-77.07310556,-77.07310556,1,Daylight,10,Cloudy,1
37,North Carolina,370325,49,CRAVEN (49),4,April,27,27,3,Tuesday,2021,23,11:00pm-11:59pm,25,25,34.85568333,34.85568333,-76.76743333,-76.76743333,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370326,49,CRAVEN (49),4,April,28,28,4,Wednesday,2021,4,4:00am-4:59am,52,52,35.11018056,35.11018056,-76.95309444,-76.95309444,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370327,51,CUMBERLAND (51),4,April,3,3,7,Saturday,2021,0,0:00am-0:59am,13,13,34.94256944,34.94256944,-78.76726111,-78.76726111,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370328,51,CUMBERLAND (51),4,April,3,3,7,Saturday,2021,12,12:00pm-12:59pm,20,20,34.95654167,34.95654167,-78.92308333,-78.92308333,1,Daylight,1,Clear,1
37,North Carolina,370329,51,CUMBERLAND (51),4,April,9,9,6,Friday,2021,5,5:00am-5:59am,57,57,35.12383333,35.12383333,-78.75674167,-78.75674167,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370330,51,CUMBERLAND (51),4,April,15,15,5,Thursday,2021,5,5:00am-5:59am,47,47,35.18220833,35.18220833,-78.98185833,-78.98185833,3,Dark - Lighted,1,Clear,1
37,North Carolina,370331,51,CUMBERLAND (51),4,April,25,25,1,Sunday,2021,15,3:00pm-3:59pm,35,35,35.12305,35.12305,-78.74067778,-78.74067778,1,Daylight,10,Cloudy,1
37,North Carolina,370332,55,DARE (55),4,April,16,16,6,Friday,2021,20,8:00pm-8:59pm,26,26,36.11455556,36.11455556,-75.72006667,-75.72006667,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370333,57,DAVIDSON (57),4,April,5,5,2,Monday,2021,0,0:00am-0:59am,52,52,35.79681667,35.79681667,-80.21461389,-80.21461389,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370334,57,DAVIDSON (57),4,April,7,7,4,Wednesday,2021,5,5:00am-5:59am,48,48,35.82650833,35.82650833,-80.27628889,-80.27628889,3,Dark - Lighted,1,Clear,1
37,North Carolina,370335,57,DAVIDSON (57),4,April,13,13,3,Tuesday,2021,16,4:00pm-4:59pm,59,59,35.97208611,35.97208611,-80.26190278,-80.26190278,1,Daylight,1,Clear,1
37,North Carolina,370336,57,DAVIDSON (57),4,April,14,14,4,Wednesday,2021,13,1:00pm-1:59pm,59,59,35.58641667,35.58641667,-80.15318333,-80.15318333,1,Daylight,1,Clear,1
37,North Carolina,370337,57,DAVIDSON (57),4,April,13,13,3,Tuesday,2021,14,2:00pm-2:59pm,24,24,35.80755,35.80755,-80.184825,-80.184825,1,Daylight,1,Clear,1
37,North Carolina,370338,57,DAVIDSON (57),4,April,19,19,2,Monday,2021,18,6:00pm-6:59pm,0,0,35.91854444,35.91854444,-80.24833611,-80.24833611,1,Daylight,1,Clear,2
37,North Carolina,370339,57,DAVIDSON (57),4,April,20,20,3,Tuesday,2021,13,1:00pm-1:59pm,14,14,35.78208056,35.78208056,-80.09319444,-80.09319444,1,Daylight,1,Clear,1
37,North Carolina,370340,59,DAVIE (59),4,April,15,15,5,Thursday,2021,16,4:00pm-4:59pm,41,41,35.91013056,35.91013056,-80.67968611,-80.67968611,1,Daylight,1,Clear,1
37,North Carolina,370341,61,DUPLIN (61),4,April,18,18,1,Sunday,2021,8,8:00am-8:59am,52,52,34.88196944,34.88196944,-78.05762778,-78.05762778,1,Daylight,1,Clear,1
37,North Carolina,370342,61,DUPLIN (61),4,April,22,22,5,Thursday,2021,23,11:00pm-11:59pm,44,44,34.85943056,34.85943056,-78.06381111,-78.06381111,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370343,63,DURHAM (63),4,April,18,18,1,Sunday,2021,17,5:00pm-5:59pm,29,29,35.91923056,35.91923056,-78.80956667,-78.80956667,1,Daylight,1,Clear,1
37,North Carolina,370344,63,DURHAM (63),4,April,26,26,2,Monday,2021,12,12:00pm-12:59pm,15,15,35.94002222,35.94002222,-78.90899167,-78.90899167,1,Daylight,1,Clear,1
37,North Carolina,370345,63,DURHAM (63),4,April,29,29,5,Thursday,2021,21,9:00pm-9:59pm,50,50,35.88630833,35.88630833,-78.88259722,-78.88259722,3,Dark - Lighted,1,Clear,1
37,North Carolina,370346,65,EDGECOMBE (65),4,April,13,13,3,Tuesday,2021,18,6:00pm-6:59pm,51,51,35.93309444,35.93309444,-77.66393889,-77.66393889,1,Daylight,1,Clear,1
37,North Carolina,370347,65,EDGECOMBE (65),4,April,26,26,2,Monday,2021,7,7:00am-7:59am,41,41,35.961775,35.961775,-77.65771667,-77.65771667,1,Daylight,1,Clear,1
37,North Carolina,370348,67,FORSYTH (67),4,April,18,18,1,Sunday,2021,2,2:00am-2:59am,36,36,36.06433611,36.06433611,-80.38951667,-80.38951667,3,Dark - Lighted,1,Clear,1
37,North Carolina,370349,67,FORSYTH (67),4,April,11,11,1,Sunday,2021,19,7:00pm-7:59pm,5,5,36.06406944,36.06406944,-80.26551667,-80.26551667,1,Daylight,1,Clear,1
37,North Carolina,370350,67,FORSYTH (67),4,April,28,28,4,Wednesday,2021,11,11:00am-11:59am,7,7,36.15868611,36.15868611,-80.31950833,-80.31950833,1,Daylight,1,Clear,1
37,North Carolina,370351,67,FORSYTH (67),4,April,28,28,4,Wednesday,2021,20,8:00pm-8:59pm,1,1,36.12082778,36.12082778,-80.38826667,-80.38826667,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370352,71,GASTON (71),4,April,26,26,2,Monday,2021,8,8:00am-8:59am,16,16,35.27185556,35.27185556,-81.16075556,-81.16075556,1,Daylight,1,Clear,1
37,North Carolina,370353,73,GATES (73),4,April,9,9,6,Friday,2021,14,2:00pm-2:59pm,30,30,36.54028333,36.54028333,-76.80946944,-76.80946944,1,Daylight,10,Cloudy,1
37,North Carolina,370354,75,GRAHAM (75),4,April,17,17,7,Saturday,2021,9,9:00am-9:59am,39,39,35.36085833,35.36085833,-83.72826111,-83.72826111,1,Daylight,10,Cloudy,1
37,North Carolina,370355,77,GRANVILLE (77),4,April,26,26,2,Monday,2021,18,6:00pm-6:59pm,45,45,36.48526111,36.48526111,-78.70982222,-78.70982222,1,Daylight,1,Clear,1
37,North Carolina,370356,81,GUILFORD (81),4,April,3,3,7,Saturday,2021,10,10:00am-10:59am,37,37,36.09784444,36.09784444,-79.81848889,-79.81848889,1,Daylight,1,Clear,1
37,North Carolina,370357,81,GUILFORD (81),4,April,6,6,3,Tuesday,2021,99,Unknown Hours,99,Unknown Minutes,35.94894167,35.94894167,-79.89949722,-79.89949722,9,Reported as Unknown,1,Clear,1
37,North Carolina,370358,81,GUILFORD (81),4,April,8,8,5,Thursday,2021,0,0:00am-0:59am,43,43,36.03920556,36.03920556,-79.85190833,-79.85190833,3,Dark - Lighted,1,Clear,1
37,North Carolina,370359,81,GUILFORD (81),4,April,8,8,5,Thursday,2021,11,11:00am-11:59am,1,1,36.12158056,36.12158056,-79.84241944,-79.84241944,1,Daylight,1,Clear,1
37,North Carolina,370360,81,GUILFORD (81),4,April,4,4,1,Sunday,2021,18,6:00pm-6:59pm,45,45,36.08413056,36.08413056,-79.76729444,-79.76729444,1,Daylight,1,Clear,1
37,North Carolina,370361,81,GUILFORD (81),4,April,20,20,3,Tuesday,2021,16,4:00pm-4:59pm,13,13,36.19105556,36.19105556,-79.59947778,-79.59947778,1,Daylight,1,Clear,1
37,North Carolina,370362,81,GUILFORD (81),4,April,23,23,6,Friday,2021,13,1:00pm-1:59pm,42,42,36.043425,36.043425,-79.77608889,-79.77608889,1,Daylight,10,Cloudy,1
37,North Carolina,370363,81,GUILFORD (81),4,April,28,28,4,Wednesday,2021,4,4:00am-4:59am,51,51,36.04648056,36.04648056,-79.7709,-79.7709,3,Dark - Lighted,1,Clear,1
37,North Carolina,370364,81,GUILFORD (81),4,April,20,20,3,Tuesday,2021,15,3:00pm-3:59pm,58,58,35.91979722,35.91979722,-79.79820556,-79.79820556,1,Daylight,1,Clear,1
37,North Carolina,370365,85,HARNETT (85),4,April,21,21,4,Wednesday,2021,20,8:00pm-8:59pm,51,51,35.37498889,35.37498889,-79.11084167,-79.11084167,2,Dark - Not Lighted,10,Cloudy,2
37,North Carolina,370366,87,HAYWOOD (87),4,April,22,22,5,Thursday,2021,17,5:00pm-5:59pm,40,40,35.55666944,35.55666944,-82.84935833,-82.84935833,1,Daylight,1,Clear,1
37,North Carolina,370367,87,HAYWOOD (87),4,April,28,28,4,Wednesday,2021,20,8:00pm-8:59pm,12,12,35.55185278,35.55185278,-82.85068889,-82.85068889,5,Dusk,1,Clear,1
37,North Carolina,370368,87,HAYWOOD (87),4,April,27,27,3,Tuesday,2021,12,12:00pm-12:59pm,22,22,35.52822778,35.52822778,-82.93630278,-82.93630278,1,Daylight,1,Clear,1
37,North Carolina,370369,89,HENDERSON (89),4,April,22,22,5,Thursday,2021,17,5:00pm-5:59pm,50,50,35.27999722,35.27999722,-82.39715833,-82.39715833,1,Daylight,1,Clear,1
37,North Carolina,370370,91,HERTFORD (91),4,April,13,13,3,Tuesday,2021,23,11:00pm-11:59pm,34,34,36.33618333,36.33618333,-76.98383056,-76.98383056,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370371,93,HOKE (93),4,April,24,24,7,Saturday,2021,20,8:00pm-8:59pm,24,24,34.97953611,34.97953611,-79.241275,-79.241275,5,Dusk,10,Cloudy,1
37,North Carolina,370372,97,IREDELL (97),4,April,1,1,5,Thursday,2021,5,5:00am-5:59am,9,9,36.03043056,36.03043056,-80.88902778,-80.88902778,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370373,97,IREDELL (97),4,April,6,6,3,Tuesday,2021,17,5:00pm-5:59pm,50,50,35.77137222,35.77137222,-80.88973611,-80.88973611,1,Daylight,1,Clear,1
37,North Carolina,370374,97,IREDELL (97),4,April,7,7,4,Wednesday,2021,11,11:00am-11:59am,6,6,35.98215278,35.98215278,-80.94731111,-80.94731111,1,Daylight,1,Clear,1
37,North Carolina,370375,97,IREDELL (97),4,April,17,17,7,Saturday,2021,18,6:00pm-6:59pm,9,9,35.59236111,35.59236111,-80.75698333,-80.75698333,1,Daylight,1,Clear,1
37,North Carolina,370376,99,JACKSON (99),4,April,12,12,2,Monday,2021,17,5:00pm-5:59pm,31,31,35.36946389,35.36946389,-83.252775,-83.252775,1,Daylight,1,Clear,1
37,North Carolina,370377,101,JOHNSTON (101),4,April,2,2,6,Friday,2021,13,1:00pm-1:59pm,4,4,35.65836944,35.65836944,-78.30915556,-78.30915556,1,Daylight,1,Clear,2
37,North Carolina,370378,101,JOHNSTON (101),4,April,23,23,6,Friday,2021,20,8:00pm-8:59pm,11,11,35.71499167,35.71499167,-78.43061111,-78.43061111,2,Dark - Not Lighted,10,Cloudy,1
37,North Carolina,370379,101,JOHNSTON (101),4,April,26,26,2,Monday,2021,0,0:00am-0:59am,4,4,35.48448611,35.48448611,-78.60655,-78.60655,2,Dark - Not Lighted,1,Clear,2
37,North Carolina,370380,103,JONES (103),4,April,16,16,6,Friday,2021,9,9:00am-9:59am,3,3,35.22227222,35.22227222,-77.48292222,-77.48292222,1,Daylight,1,Clear,1
37,North Carolina,370381,105,LEE (105),4,April,17,17,7,Saturday,2021,18,6:00pm-6:59pm,31,31,35.46486389,35.46486389,-79.11770833,-79.11770833,1,Daylight,1,Clear,3
37,North Carolina,370382,107,LENOIR (107),4,April,6,6,3,Tuesday,2021,7,7:00am-7:59am,58,58,35.25881111,35.25881111,-77.58049722,-77.58049722,1,Daylight,1,Clear,1
37,North Carolina,370383,107,LENOIR (107),4,April,28,28,4,Wednesday,2021,20,8:00pm-8:59pm,32,32,35.25968056,35.25968056,-77.57260556,-77.57260556,3,Dark - Lighted,1,Clear,1
37,North Carolina,370384,107,LENOIR (107),4,April,24,24,7,Saturday,2021,1,1:00am-1:59am,0,0,35.30840278,35.30840278,-77.82193611,-77.82193611,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370385,107,LENOIR (107),4,April,25,25,1,Sunday,2021,18,6:00pm-6:59pm,9,9,35.26695556,35.26695556,-77.73208333,-77.73208333,1,Daylight,1,Clear,1
37,North Carolina,370386,109,LINCOLN (109),4,April,12,12,2,Monday,2021,15,3:00pm-3:59pm,36,36,35.53628333,35.53628333,-81.50936111,-81.50936111,1,Daylight,1,Clear,1
37,North Carolina,370387,109,LINCOLN (109),4,April,10,10,7,Saturday,2021,20,8:00pm-8:59pm,15,15,35.44338056,35.44338056,-81.26934722,-81.26934722,2,Dark - Not Lighted,2,Rain,1
37,North Carolina,370388,109,LINCOLN (109),4,April,11,11,1,Sunday,2021,11,11:00am-11:59am,6,6,35.51259722,35.51259722,-81.34008333,-81.34008333,1,Daylight,1,Clear,1
37,North Carolina,370389,111,MCDOWELL (111),4,April,17,17,7,Saturday,2021,12,12:00pm-12:59pm,15,15,35.61706667,35.61706667,-82.25008611,-82.25008611,1,Daylight,10,Cloudy,1
37,North Carolina,370390,119,MECKLENBURG (119),4,April,11,11,1,Sunday,2021,23,11:00pm-11:59pm,5,5,35.13127778,35.13127778,-80.71027222,-80.71027222,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370391,119,MECKLENBURG (119),4,April,11,11,1,Sunday,2021,3,3:00am-3:59am,42,42,35.22715556,35.22715556,-80.8432,-80.8432,3,Dark - Lighted,10,Cloudy,1
37,North Carolina,370392,119,MECKLENBURG (119),4,April,14,14,4,Wednesday,2021,20,8:00pm-8:59pm,53,53,35.31756667,35.31756667,-80.9563,-80.9563,3,Dark - Lighted,1,Clear,1
37,North Carolina,370393,119,MECKLENBURG (119),4,April,18,18,1,Sunday,2021,2,2:00am-2:59am,53,53,35.25941667,35.25941667,-80.84078333,-80.84078333,3,Dark - Lighted,1,Clear,1
37,North Carolina,370394,101,JOHNSTON (101),4,April,14,14,4,Wednesday,2021,17,5:00pm-5:59pm,54,54,35.55994444,35.55994444,-78.21845,-78.21845,1,Daylight,1,Clear,1
37,North Carolina,370395,119,MECKLENBURG (119),4,April,21,21,4,Wednesday,2021,2,2:00am-2:59am,2,2,35.21180556,35.21180556,-80.76138611,-80.76138611,3,Dark - Lighted,1,Clear,1
37,North Carolina,370396,119,MECKLENBURG (119),4,April,22,22,5,Thursday,2021,20,8:00pm-8:59pm,23,23,35.28216667,35.28216667,-80.91033611,-80.91033611,5,Dusk,1,Clear,1
37,North Carolina,370397,119,MECKLENBURG (119),4,April,24,24,7,Saturday,2021,21,9:00pm-9:59pm,6,6,35.24236389,35.24236389,-80.77974722,-80.77974722,3,Dark - Lighted,2,Rain,1
37,North Carolina,370398,119,MECKLENBURG (119),4,April,27,27,3,Tuesday,2021,23,11:00pm-11:59pm,9,9,35.14600833,35.14600833,-80.89589722,-80.89589722,3,Dark - Lighted,1,Clear,1
37,North Carolina,370399,121,MITCHELL (121),4,April,18,18,1,Sunday,2021,11,11:00am-11:59am,54,54,35.95420278,35.95420278,-82.18428056,-82.18428056,1,Daylight,1,Clear,1
37,North Carolina,370400,125,MOORE (125),4,April,4,4,1,Sunday,2021,22,10:00pm-10:59pm,31,31,35.14785833,35.14785833,-79.46950833,-79.46950833,6,Dark - Unknown Lighting,1,Clear,2
37,North Carolina,370401,125,MOORE (125),4,April,12,12,2,Monday,2021,1,1:00am-1:59am,4,4,35.08600833,35.08600833,-79.47033889,-79.47033889,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370402,127,NASH (127),4,April,11,11,1,Sunday,2021,2,2:00am-2:59am,30,30,35.9795,35.9795,-77.78931667,-77.78931667,2,Dark - Not Lighted,2,Rain,1
37,North Carolina,370403,127,NASH (127),4,April,15,15,5,Thursday,2021,18,6:00pm-6:59pm,54,54,35.87575556,35.87575556,-77.95145,-77.95145,1,Daylight,1,Clear,1
37,North Carolina,370404,129,NEW HANOVER (129),4,April,29,29,5,Thursday,2021,17,5:00pm-5:59pm,30,30,34.25492222,34.25492222,-77.8761,-77.8761,1,Daylight,1,Clear,1
37,North Carolina,370405,129,NEW HANOVER (129),4,April,20,20,3,Tuesday,2021,2,2:00am-2:59am,16,16,34.23663333,34.23663333,-77.93434722,-77.93434722,3,Dark - Lighted,1,Clear,1
37,North Carolina,370406,131,NORTHAMPTON (131),4,April,10,10,7,Saturday,2021,11,11:00am-11:59am,46,46,36.300275,36.300275,-77.30595,-77.30595,1,Daylight,1,Clear,1
37,North Carolina,370407,133,ONSLOW (133),4,April,9,9,6,Friday,2021,13,1:00pm-1:59pm,58,58,34.73633889,34.73633889,-77.51726111,-77.51726111,1,Daylight,1,Clear,2
37,North Carolina,370408,133,ONSLOW (133),4,April,15,15,5,Thursday,2021,2,2:00am-2:59am,16,16,34.75647222,34.75647222,-77.39464444,-77.39464444,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370409,135,ORANGE (135),4,April,27,27,3,Tuesday,2021,23,11:00pm-11:59pm,1,1,36.08229722,36.08229722,-79.19679722,-79.19679722,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370410,137,PAMLICO (137),4,April,28,28,4,Wednesday,2021,17,5:00pm-5:59pm,56,56,35.13753056,35.13753056,-76.74797778,-76.74797778,1,Daylight,1,Clear,1
