ST_CASE,STATENAME,COUNTYNAME,CITYNAME,PEDS,FATALS,Date,LATITUDE,LONGITUD
370658,North Carolina,HARNETT ,NOT APPLICABLE,0,1,2021-06-10,35.40206944,-79.020775
370659,North Carolina,HENDERSON ,NOT APPLICABLE,1,1,2021-06-24,35.3645,-82.49194722
370660,North Carolina,HENDERSON ,NOT APPLICABLE,0,1,2021-06-30,35.29856667,-82.4154
370661,North Carolina,HERTFORD ,NOT APPLICABLE,0,3,2021-06-25,36.42237222,-77.09199722
370662,North Carolina,IREDELL ,NOT APPLICABLE,0,1,2021-06-03,35.60516389,-80.94242778
370663,North Carolina,IREDELL ,NOT APPLICABLE,0,1,2021-06-24,35.696375,-80.81627222
370664,North Carolina,JOHNSTON ,NOT APPLICABLE,0,1,2021-06-04,35.77246111,-78.26845278
370665,North Carolina,JOHNSTON ,NOT APPLICABLE,0,2,2021-06-04,35.52506111,-78.57864444
370666,North Carolina,JOHNSTON ,NOT APPLICABLE,0,1,2021-06-07,35.60889167,-78.56089722
370667,North Carolina,LEE ,NOT APPLICABLE,0,1,2021-06-25,35.61389722,-79.10796111
370668,North Carolina,LENOIR ,NOT APPLICABLE,0,1,2021-06-14,35.26316389,-77.50299167
370669,North Carolina,LENOIR ,NOT APPLICABLE,0,1,2021-06-19,35.09495278,-77.639525
370670,North Carolina,LINCOLN ,NOT APPLICABLE,0,1,2021-06-12,35.50555833,-81.22882222
370671,North Carolina,MARTIN ,NOT APPLICABLE,0,1,2021-06-14,35.82768056,-77.0276
370672,North Carolina,MECKLENBURG ,CHARLOTTE,1,1,2021-06-03,35.26573889,-80.85404444
370673,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-06-06,35.36898333,-80.78259444
370674,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-06-07,35.258225,-80.78306111
370675,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-06-14,35.21313611,-80.72576944
370676,North Carolina,MECKLENBURG ,DAVIDSON,1,1,2021-06-17,35.49810556,-80.84894167
370677,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-06-18,35.27901944,-80.99321944
370678,North Carolina,MECKLENBURG ,CHARLOTTE,1,1,2021-06-27,35.26006667,-80.73515833
370679,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-06-28,35.2665,-80.99291667
370680,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-06-29,35.13618056,-80.90973333
370681,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-06-29,35.34921667,-80.86686944
370682,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-06-28,35.20328056,-80.87112222
370683,North Carolina,MONTGOMERY ,NOT APPLICABLE,0,1,2021-06-13,35.50310556,-80.08496667
370684,North Carolina,MOORE ,NOT APPLICABLE,0,1,2021-06-23,35.20431389,-79.16948889
370685,North Carolina,NASH ,NOT APPLICABLE,0,2,2021-06-03,36.14933333,-77.89437222
370686,North Carolina,NASH ,NOT APPLICABLE,0,1,2021-06-24,35.85865833,-78.14368889
370687,North Carolina,NEW HANOVER ,WILMINGTON,0,1,2021-06-28,34.22656111,-77.93165
370688,North Carolina,NORTHAMPTON ,NOT APPLICABLE,0,1,2021-06-28,36.22382778,-77.36686944
370690,North Carolina,ONSLOW ,JACKSONVILLE,1,1,2021-06-11,34.78151111,-77.41899167
370691,North Carolina,ONSLOW ,JACKSONVILLE,0,1,2021-06-13,34.76464444,-77.41950556
370692,North Carolina,ONSLOW ,NOT APPLICABLE,0,1,2021-06-27,34.77405278,-77.53591111
370693,North Carolina,ORANGE ,NOT APPLICABLE,0,1,2021-06-14,36.23769167,-79.02418056
370694,North Carolina,PASQUOTANK ,NOT APPLICABLE,0,1,2021-06-29,36.257925,-76.25025833
370695,North Carolina,PENDER ,NOT APPLICABLE,1,1,2021-06-07,34.41683333,-77.86941944
370696,North Carolina,PENDER ,NOT APPLICABLE,1,1,2021-06-27,34.46751111,-77.56000556
370697,North Carolina,PITT ,NOT APPLICABLE,0,4,2021-06-03,35.61648611,-77.43727778
370698,North Carolina,PITT ,GREENVILLE,1,1,2021-06-22,35.57415278,-77.39881111
370699,North Carolina,POLK ,NOT APPLICABLE,0,1,2021-06-07,35.26883333,-82.16588056
370700,North Carolina,RANDOLPH ,NOT APPLICABLE,0,1,2021-06-03,35.70880278,-79.89181389
370701,North Carolina,RANDOLPH ,RANDLEMAN,0,1,2021-06-04,35.82124444,-79.79422778
370702,North Carolina,RANDOLPH ,NOT APPLICABLE,1,1,2021-06-28,35.67773333,-80.02016667
370703,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-06-09,34.60710556,-79.41624167
370704,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-06-14,34.78992778,-79.19066111
370705,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-06-18,34.55693056,-79.04001944
370706,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-06-27,34.59799444,-79.13270278
370707,North Carolina,ROCKINGHAM ,NOT APPLICABLE,0,1,2021-06-14,36.43585833,-79.88323611
370708,North Carolina,ROCKINGHAM ,MADISON,1,1,2021-06-23,36.38219722,-79.98644444
370709,North Carolina,ROWAN ,NOT APPLICABLE,0,1,2021-06-01,35.61930278,-80.53252222
370710,North Carolina,ROWAN ,SALISBURY,0,1,2021-06-08,35.66590833,-80.49460833
370711,North Carolina,ROWAN ,NOT APPLICABLE,0,1,2021-06-19,35.52103333,-80.22455833
370712,North Carolina,ROWAN ,SALISBURY,0,1,2021-06-19,35.64801111,-80.49435833
370713,North Carolina,RUTHERFORD ,NOT APPLICABLE,0,1,2021-06-10,35.28248889,-81.74529722
370714,North Carolina,SAMPSON ,NOT APPLICABLE,0,1,2021-06-01,35.2634,-78.32747222
370715,North Carolina,SAMPSON ,NOT APPLICABLE,0,1,2021-06-04,35.04181944,-78.35950278
370716,North Carolina,SCOTLAND ,NOT APPLICABLE,0,1,2021-06-13,34.79623056,-79.61614722
370717,North Carolina,STANLY ,NOT APPLICABLE,0,1,2021-06-30,35.187025,-80.43493333
370718,North Carolina,STOKES ,NOT APPLICABLE,0,1,2021-06-27,36.26894722,-80.08886389
370719,North Carolina,SURRY ,NOT APPLICABLE,0,1,2021-06-13,36.48699444,-80.749275
370720,North Carolina,SURRY ,NOT APPLICABLE,0,1,2021-06-26,36.48806111,-80.72335833
370721,North Carolina,UNION ,Other,0,2,2021-06-08,35.14225833,-80.51118056
370723,North Carolina,WAKE ,NOT APPLICABLE,0,1,2021-06-06,35.79587778,-78.432025
370724,North Carolina,WAKE ,NOT APPLICABLE,0,1,2021-06-05,35.64113611,-78.71188889
370725,North Carolina,WAKE ,GARNER,0,2,2021-06-24,35.70957778,-78.58875833
370726,North Carolina,WAKE ,MORRISVILLE,0,1,2021-06-30,35.81070833,-78.83885
370727,North Carolina,WAKE ,HOLLY SPRINGS,0,1,2021-06-11,35.66622222,-78.86714722
370728,North Carolina,WAKE ,RALEIGH,0,1,2021-06-23,35.83677222,-78.60184722
370729,North Carolina,WAKE ,RALEIGH,0,1,2021-06-17,35.78462222,-78.57340556
370730,North Carolina,WASHINGTON ,NOT APPLICABLE,0,1,2021-06-22,35.91929722,-76.49079722
370731,North Carolina,WAYNE ,NOT APPLICABLE,0,1,2021-06-03,35.42585556,-77.92383333
370732,North Carolina,WAYNE ,NOT APPLICABLE,0,1,2021-06-29,35.25446389,-78.03915278
370733,North Carolina,WILSON ,NOT APPLICABLE,0,1,2021-06-09,35.77918333,-77.87661667
370734,North Carolina,WILSON ,NOT APPLICABLE,0,1,2021-06-22,35.68162778,-78.02211667
370735,North Carolina,ALAMANCE ,BURLINGTON,0,1,2021-07-03,36.08780833,-79.43372778
370736,North Carolina,ALAMANCE ,GRAHAM,1,1,2021-07-02,36.06413611,-79.382125
370737,North Carolina,ALEXANDER ,NOT APPLICABLE,0,1,2021-07-16,35.86114167,-81.04531944
370738,North Carolina,BLADEN ,NOT APPLICABLE,0,1,2021-07-25,34.44108889,-78.37335278
370739,North Carolina,BRUNSWICK ,NOT APPLICABLE,0,1,2021-07-28,33.94899722,-78.25736944
370740,North Carolina,CABARRUS ,NOT APPLICABLE,0,1,2021-07-17,35.45588889,-80.44780833
370741,North Carolina,CABARRUS ,CONCORD,0,2,2021-07-26,35.37783611,-80.65675278
370742,North Carolina,CALDWELL ,LENOIR,0,1,2021-07-21,35.92148889,-81.49905833
370743,North Carolina,CAMDEN ,NOT APPLICABLE,0,1,2021-07-16,36.25449444,-76.03118611
370744,North Carolina,CARTERET ,NOT APPLICABLE,0,1,2021-07-30,34.80498611,-76.73705
370745,North Carolina,CATAWBA ,NOT APPLICABLE,0,1,2021-07-03,35.59443611,-81.19456944
370746,North Carolina,CATAWBA ,HICKORY,0,1,2021-07-13,35.71018611,-81.35185
370747,North Carolina,CATAWBA ,CONOVER,0,1,2021-07-27,35.70696389,-81.17128056
370748,North Carolina,CATAWBA ,HICKORY,1,1,2021-07-31,35.73999444,-81.29829167
370749,North Carolina,CHATHAM ,NOT APPLICABLE,1,1,2021-07-05,35.80223056,-79.09389722
370750,North Carolina,CHATHAM ,NOT APPLICABLE,0,1,2021-07-20,35.54927222,-78.96615278
370751,North Carolina,CLEVELAND ,NOT APPLICABLE,0,1,2021-07-11,35.28454444,-81.65842778
370752,North Carolina,CLEVELAND ,NOT APPLICABLE,0,1,2021-07-10,35.23023056,-81.46069444
370753,North Carolina,COLUMBUS ,NOT APPLICABLE,0,1,2021-07-02,34.29031944,-79.04049444
370754,North Carolina,COLUMBUS ,NOT APPLICABLE,0,1,2021-07-12,34.29005,-78.93573333
370755,North Carolina,COLUMBUS ,NOT APPLICABLE,0,1,2021-07-23,34.17503889,-78.84075
370756,North Carolina,CRAVEN ,NOT APPLICABLE,0,1,2021-07-31,35.11338333,-76.96169167
370757,North Carolina,CUMBERLAND ,FAYETTEVILLE,0,1,2021-07-02,35.09655,-78.94333056
370758,North Carolina,CUMBERLAND ,NOT APPLICABLE,0,1,2021-07-02,35.24878056,-78.81061944
370759,North Carolina,CUMBERLAND ,FAYETTEVILLE,0,1,2021-07-06,35.03855,-78.88738611
370760,North Carolina,CUMBERLAND ,FAYETTEVILLE,1,1,2021-07-19,35.07590556,-78.89763056
370761,North Carolina,CUMBERLAND ,FAYETTEVILLE,0,1,2021-07-25,35.13523056,-78.87633056
370762,North Carolina,CUMBERLAND ,FAYETTEVILLE,0,2,2021-07-24,35.01957778,-78.96288889
370763,North Carolina,CUMBERLAND ,FAYETTEVILLE,0,1,2021-07-23,35.02775556,-78.97940278
370764,North Carolina,DARE ,KITTY HAWK,0,1,2021-07-01,36.06643611,-75.69346944
370765,North Carolina,DARE ,NOT APPLICABLE,0,1,2021-07-25,35.23468611,-75.62413333
370766,North Carolina,DAVIDSON ,LEXINGTON,0,1,2021-07-11,35.77864444,-80.26625556
370767,North Carolina,DAVIDSON ,NOT APPLICABLE,0,1,2021-07-11,35.62473056,-80.14216944
370768,North Carolina,DAVIDSON ,NOT APPLICABLE,0,1,2021-07-22,35.77166389,-80.10081667
370769,North Carolina,DAVIDSON ,LEXINGTON,0,1,2021-07-22,35.77798056,-80.2883
370770,North Carolina,DAVIE ,NOT APPLICABLE,0,1,2021-07-10,35.91486111,-80.60707778
370771,North Carolina,DUPLIN ,NOT APPLICABLE,1,1,2021-07-11,34.83250556,-77.78400556
370772,North Carolina,DUPLIN ,NOT APPLICABLE,0,1,2021-07-13,34.8094,-77.93688333
370773,North Carolina,DURHAM ,NOT APPLICABLE,0,1,2021-07-07,36.06550833,-78.78470556
370774,North Carolina,DURHAM ,NOT APPLICABLE,0,1,2021-07-26,36.00940278,-78.841875
370775,North Carolina,DURHAM ,DURHAM,0,1,2021-07-14,36.05796944,-78.90325
370776,North Carolina,EDGECOMBE ,NOT APPLICABLE,0,1,2021-07-17,35.96689722,-77.68538056
370777,North Carolina,EDGECOMBE ,NOT APPLICABLE,0,1,2021-07-10,35.816075,-77.70276389
370778,North Carolina,FORSYTH ,WINSTON SALEM,0,1,2021-07-09,36.1175,-80.27783889
370779,North Carolina,FORSYTH ,CLEMMONS,0,1,2021-07-13,36.04108056,-80.373975
370780,North Carolina,FORSYTH ,WINSTON SALEM,0,1,2021-07-28,36.14201111,-80.24408333
370781,North Carolina,FORSYTH ,WINSTON SALEM,0,1,2021-07-31,36.09141667,-80.26441389
370782,North Carolina,FORSYTH ,NOT APPLICABLE,0,1,2021-07-28,36.01565278,-80.32036667
370783,North Carolina,FORSYTH ,WINSTON SALEM,0,1,2021-07-30,36.05809722,-80.20023611
370784,North Carolina,FRANKLIN ,NOT APPLICABLE,0,1,2021-07-03,35.98585278,-78.34825
370785,North Carolina,GASTON ,DALLAS,0,1,2021-07-14,35.323425,-81.18734167
370786,North Carolina,GRANVILLE ,NOT APPLICABLE,0,1,2021-07-08,36.3026,-78.78688611
370787,North Carolina,GRANVILLE ,OXFORD,1,1,2021-07-14,36.29769167,-78.58553333
370788,North Carolina,GRANVILLE ,NOT APPLICABLE,0,1,2021-07-25,36.32125,-78.52401389
370789,North Carolina,GREENE ,NOT APPLICABLE,0,1,2021-07-23,35.46648611,-77.71926111
370790,North Carolina,GUILFORD ,GREENSBORO,0,1,2021-07-03,36.07053611,-79.79771944
370791,North Carolina,GUILFORD ,NOT APPLICABLE,1,1,2021-07-03,36.0837,-79.68046667
370792,North Carolina,GUILFORD ,STOKESDALE,0,1,2021-07-05,36.24391111,-79.91980278
370794,North Carolina,GUILFORD ,NOT APPLICABLE,0,1,2021-07-06,36.23127222,-79.74044722
370795,North Carolina,GUILFORD ,NOT APPLICABLE,0,1,2021-07-11,36.06209722,-79.56538056
370796,North Carolina,GUILFORD ,NOT APPLICABLE,0,1,2021-07-21,36.20939444,-79.69111111
370797,North Carolina,GUILFORD ,GREENSBORO,1,1,2021-07-23,36.05746667,-79.88898611
370798,North Carolina,HALIFAX ,NOT APPLICABLE,0,1,2021-07-11,36.46679722,-77.7192
370799,North Carolina,HAYWOOD ,NOT APPLICABLE,1,1,2021-07-16,35.49661944,-82.84629444
370800,North Carolina,GUILFORD ,HIGH POINT,0,1,2021-07-30,36.01621389,-80.04094167
370801,North Carolina,IREDELL ,MOORESVILLE,0,1,2021-07-31,35.59386944,-80.87917778
370802,North Carolina,JACKSON ,NOT APPLICABLE,0,1,2021-07-21,35.42165,-83.11078056
370803,North Carolina,JOHNSTON ,NOT APPLICABLE,0,1,2021-07-04,35.554125,-78.20808611
370804,North Carolina,JOHNSTON ,NOT APPLICABLE,0,1,2021-07-25,35.644,-78.50759722
370805,North Carolina,LEE ,NOT APPLICABLE,1,1,2021-07-04,35.39747222,-79.240475
370806,North Carolina,LEE ,SANFORD,1,1,2021-07-06,35.50119444,-79.20415278
370807,North Carolina,LEE ,NOT APPLICABLE,0,1,2021-07-23,35.51363611,-79.31048056
370808,North Carolina,LEE ,NOT APPLICABLE,0,1,2021-07-27,35.45728611,-79.20103611
370809,North Carolina,LENOIR ,NOT APPLICABLE,1,1,2021-07-22,35.22253056,-77.63291667
370810,North Carolina,MECKLENBURG ,CHARLOTTE,1,1,2021-07-04,35.21025,-80.90801667
370811,North Carolina,MECKLENBURG ,CHARLOTTE,1,1,2021-07-10,35.26300556,-80.85484722
370812,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-07-03,35.33479444,-80.8228
370813,North Carolina,MECKLENBURG ,CHARLOTTE,1,1,2021-07-05,35.26219444,-80.88721111
370814,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-07-09,35.28408611,-80.94806111
370815,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-07-17,35.13939722,-81.00987778
370816,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-07-26,35.12510833,-80.87899722
370817,North Carolina,MECKLENBURG ,CHARLOTTE,1,1,2021-07-26,35.31888333,-80.72988333
370818,North Carolina,MECKLENBURG ,CHARLOTTE,1,1,2021-07-31,35.21611111,-80.88412778
370819,North Carolina,MECKLENBURG ,CHARLOTTE,1,1,2021-07-31,35.26403333,-80.88049167
370820,North Carolina,MOORE ,NOT APPLICABLE,0,4,2021-07-02,35.06361389,-79.49205278
370821,North Carolina,MOORE ,NOT APPLICABLE,0,1,2021-07-11,35.42884444,-79.547425
370822,North Carolina,MOORE ,NOT APPLICABLE,0,1,2021-07-12,35.08519167,-79.42817778
370823,North Carolina,NEW HANOVER ,NOT APPLICABLE,0,1,2021-07-17,34.27839722,-77.87460278
370824,North Carolina,BRUNSWICK ,NOT APPLICABLE,0,2,2021-07-25,34.23063889,-77.99787222
370825,North Carolina,NORTHAMPTON ,NOT APPLICABLE,0,1,2021-07-25,36.5433,-77.57710833
370826,North Carolina,ONSLOW ,JACKSONVILLE,0,1,2021-07-09,34.76156944,-77.41438889
370827,North Carolina,ONSLOW ,JACKSONVILLE,0,1,2021-07-12,34.71865,-77.33013611
370828,North Carolina,ONSLOW ,NOT APPLICABLE,1,1,2021-07-14,34.72535833,-77.47631111
370829,North Carolina,ORANGE ,NOT APPLICABLE,0,3,2021-07-01,36.12441667,-79.08237222
370830,North Carolina,ORANGE ,NOT APPLICABLE,1,1,2021-07-08,36.17548889,-79.10886111
370831,North Carolina,PAMLICO ,NOT APPLICABLE,0,1,2021-07-28,35.16324722,-76.76768333
370832,North Carolina,PASQUOTANK ,NOT APPLICABLE,0,1,2021-07-02,36.36643333,-76.28081667
370833,North Carolina,PENDER ,NOT APPLICABLE,0,1,2021-07-18,34.440475,-78.20168056
370834,North Carolina,PITT ,NOT APPLICABLE,0,1,2021-07-29,35.70046667,-77.24616389
370835,North Carolina,POLK ,NOT APPLICABLE,0,1,2021-07-04,35.23744167,-82.18443333
370836,North Carolina,POLK ,NOT APPLICABLE,0,1,2021-07-11,35.247725,-82.26884444
370837,North Carolina,RANDOLPH ,ASHEBORO,0,1,2021-07-23,35.74718056,-79.79232222
370838,North Carolina,RICHMOND ,NOT APPLICABLE,0,1,2021-07-21,35.08884444,-79.76194444
370839,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-07-01,34.71561389,-79.31038333
370840,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-07-04,34.871925,-78.94396111
370841,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-07-26,34.58456944,-79.135025
370842,North Carolina,ROBESON ,LUMBERTON,0,1,2021-07-18,34.60258333,-79.10091944
370843,North Carolina,ROCKINGHAM ,NOT APPLICABLE,0,1,2021-07-01,36.30192222,-79.94087222
370844,North Carolina,ROWAN ,NOT APPLICABLE,1,1,2021-07-19,35.58101944,-80.38855278
370845,North Carolina,ROWAN ,NOT APPLICABLE,0,3,2021-07-12,35.75468056,-80.51052222
370846,North Carolina,RUTHERFORD ,FOREST CITY,0,1,2021-07-19,35.34968889,-81.88491944
370847,North Carolina,SAMPSON ,NOT APPLICABLE,0,1,2021-07-01,34.96863889,-78.34311944
370848,North Carolina,SCOTLAND ,NOT APPLICABLE,0,1,2021-07-01,77.7777,777.7777
370849,North Carolina,SCOTLAND ,NOT APPLICABLE,1,1,2021-07-10,34.79906667,-79.52423889
370850,North Carolina,SCOTLAND ,NOT APPLICABLE,0,2,2021-07-16,34.81578611,-79.56729444
370851,North Carolina,STANLY ,NOT APPLICABLE,0,1,2021-07-24,35.38058889,-80.14131944
370852,North Carolina,STOKES ,NOT APPLICABLE,0,1,2021-07-01,36.47793611,-80.10043056
370853,North Carolina,STOKES ,NOT APPLICABLE,0,1,2021-07-21,36.2843,-80.20738333
370854,North Carolina,UNION ,WEDDINGTON,0,1,2021-07-03,35.03929167,-80.69771389
370855,North Carolina,UNION ,MONROE,0,1,2021-07-01,35.03944167,-80.60404167
370856,North Carolina,VANCE ,NOT APPLICABLE,0,1,2021-07-28,36.36888611,-78.36309722
370857,North Carolina,WAKE ,NOT APPLICABLE,0,1,2021-07-02,35.56576944,-78.65052778
370858,North Carolina,WAKE ,RALEIGH,0,1,2021-07-08,35.86930278,-78.61664722
370859,North Carolina,WAKE ,GARNER,0,1,2021-07-21,35.69606389,-78.60928333
370860,North Carolina,WAKE ,NOT APPLICABLE,0,1,2021-07-23,35.74054444,-78.59078333
370861,North Carolina,WAKE ,FUQUAY-VARINA,0,1,2021-07-11,35.5598,-78.78755
370862,North Carolina,WAKE ,RALEIGH,0,1,2021-07-16,35.76292778,-78.64881667
370863,North Carolina,WAKE ,RALEIGH,1,1,2021-07-21,35.85093333,-78.6008
370864,North Carolina,WAYNE ,NOT APPLICABLE,0,1,2021-07-02,35.30233056,-77.92330833
370865,North Carolina,WILKES ,NOT APPLICABLE,0,1,2021-07-04,77.7777,777.7777
370866,North Carolina,WILKES ,NOT APPLICABLE,0,1,2021-07-27,36.12958056,-81.10983889
370867,North Carolina,WILSON ,NOT APPLICABLE,0,1,2021-07-11,35.67174444,-77.95718889
370868,North Carolina,WILSON ,WILSON,1,1,2021-07-18,35.69252778,-77.94285
370869,North Carolina,YADKIN ,NOT APPLICABLE,0,1,2021-07-03,36.22709167,-80.65640278
370870,North Carolina,GUILFORD ,GREENSBORO,0,1,2021-07-30,36.07557222,-79.91543889
370871,North Carolina,BRUNSWICK ,NOT APPLICABLE,0,1,2021-08-12,33.92800556,-78.32516667
370872,North Carolina,BRUNSWICK ,SHALLOTTE,0,1,2021-08-29,33.98343333,-78.42007222
370873,North Carolina,DAVIDSON ,NOT APPLICABLE,0,1,2021-08-18,35.82255833,-80.21901111
370874,North Carolina,CALDWELL ,NOT APPLICABLE,1,1,2021-08-11,77.7777,777.7777
370875,North Carolina,CARTERET ,NEWPORT,0,1,2021-08-05,34.766575,-76.85983056
370877,North Carolina,CHATHAM ,NOT APPLICABLE,0,1,2021-08-24,35.62201667,-79.07959444
370878,North Carolina,CLAY ,NOT APPLICABLE,0,1,2021-08-04,35.05530278,-83.91533056
370879,North Carolina,CLEVELAND ,NOT APPLICABLE,0,1,2021-08-03,35.21628333,-81.41255278
370880,North Carolina,GASTON ,NOT APPLICABLE,0,1,2021-08-21,35.28636389,-81.35611111
370881,North Carolina,CLEVELAND ,NOT APPLICABLE,0,1,2021-08-27,35.2742,-81.45170833
370882,North Carolina,COLUMBUS ,NOT APPLICABLE,0,1,2021-08-23,34.36031944,-78.25111389
370883,North Carolina,COLUMBUS ,NOT APPLICABLE,0,1,2021-08-30,34.23518611,-78.66839444
370884,North Carolina,CUMBERLAND ,NOT APPLICABLE,0,1,2021-08-01,34.95776944,-78.92168889
370885,North Carolina,CUMBERLAND ,FAYETTEVILLE,0,1,2021-08-04,35.02970556,-79.04941389
370886,North Carolina,CUMBERLAND ,FAYETTEVILLE,0,1,2021-08-07,35.05981389,-78.97893611
370887,North Carolina,CUMBERLAND ,NOT APPLICABLE,0,1,2021-08-12,34.93565556,-78.84813611
370888,North Carolina,CUMBERLAND ,FAYETTEVILLE,0,1,2021-08-28,35.06575,-78.91476944
370889,North Carolina,CUMBERLAND ,FAYETTEVILLE,0,1,2021-08-21,35.00701944,-79.04915833
370890,North Carolina,CURRITUCK ,NOT APPLICABLE,1,1,2021-08-30,36.37420556,-75.97135833
370891,North Carolina,DARE ,NAGS HEAD,0,1,2021-08-08,35.94748333,-75.620575
370892,North Carolina,DAVIDSON ,NOT APPLICABLE,0,1,2021-08-21,35.85211944,-80.3803
370893,North Carolina,DAVIDSON ,NOT APPLICABLE,0,1,2021-08-18,35.97542222,-80.26880278
370894,North Carolina,DUPLIN ,NOT APPLICABLE,0,1,2021-08-03,35.14640556,-77.86565278
370895,North Carolina,DURHAM ,NOT APPLICABLE,0,1,2021-08-03,35.97132778,-78.869375
370896,North Carolina,DURHAM ,DURHAM,0,1,2021-08-17,36.01416944,-78.88823056
370897,North Carolina,DURHAM ,DURHAM,0,1,2021-08-27,35.952625,-79.001325
370898,North Carolina,EDGECOMBE ,NOT APPLICABLE,0,1,2021-08-06,35.91558333,-77.63627778
370899,North Carolina,EDGECOMBE ,NOT APPLICABLE,0,1,2021-08-21,35.88297222,-77.81025278
370900,North Carolina,EDGECOMBE ,NOT APPLICABLE,0,1,2021-08-29,35.96494722,-77.63697778
370901,North Carolina,FORSYTH ,NOT APPLICABLE,2,1,2021-08-04,36.207825,-80.16961944
370902,North Carolina,FORSYTH ,WINSTON SALEM,0,1,2021-08-02,36.09889167,-80.23225278
370903,North Carolina,FORSYTH ,NOT APPLICABLE,0,1,2021-08-15,36.10169167,-80.49666111
370904,North Carolina,FORSYTH ,WALKERTOWN,0,1,2021-08-20,36.14114167,-80.16120833
370905,North Carolina,FORSYTH ,WINSTON SALEM,1,1,2021-08-25,36.11071944,-80.24184722
370906,North Carolina,FRANKLIN ,NOT APPLICABLE,0,1,2021-08-15,35.87090556,-78.26589444
370907,North Carolina,FRANKLIN ,FRANKLINTON,0,1,2021-08-03,36.10856389,-78.45300556
370908,North Carolina,GASTON ,NOT APPLICABLE,0,1,2021-08-24,35.38036667,-81.12073056
370909,North Carolina,GRANVILLE ,NOT APPLICABLE,0,2,2021-08-11,36.30863056,-78.55616944
370910,North Carolina,GUILFORD ,GREENSBORO,1,1,2021-08-22,36.07053889,-79.75766111
370911,North Carolina,GUILFORD ,GREENSBORO,0,1,2021-08-07,36.12070556,-79.79534167
370912,North Carolina,GUILFORD ,GREENSBORO,1,1,2021-08-13,36.05313333,-79.738275
370913,North Carolina,GUILFORD ,GREENSBORO,0,1,2021-08-25,36.06625278,-79.82321111
370914,North Carolina,GUILFORD ,GREENSBORO,0,1,2021-08-28,36.12536667,-79.748175
370915,North Carolina,HALIFAX ,NOT APPLICABLE,0,1,2021-08-22,36.44058056,-77.62799722
370916,North Carolina,HALIFAX ,NOT APPLICABLE,0,1,2021-08-28,36.41229167,-77.75024722
370917,North Carolina,HARNETT ,NOT APPLICABLE,0,1,2021-08-02,35.29954167,-79.04969167
370918,North Carolina,HARNETT ,NOT APPLICABLE,0,1,2021-08-05,35.5282,-78.74375833
370919,North Carolina,HARNETT ,NOT APPLICABLE,0,1,2021-08-16,35.46803056,-78.670875
370920,North Carolina,HARNETT ,NOT APPLICABLE,0,1,2021-08-31,35.23093333,-79.01620833
370921,North Carolina,HENDERSON ,NOT APPLICABLE,1,1,2021-08-21,35.28751389,-82.40685278
370922,North Carolina,HENDERSON ,Other,0,1,2021-08-22,35.39129722,-82.56813333
370923,North Carolina,HERTFORD ,NOT APPLICABLE,0,2,2021-08-13,36.32079722,-76.984875
370924,North Carolina,IREDELL ,NOT APPLICABLE,0,1,2021-08-04,35.76928889,-81.006725
370925,North Carolina,IREDELL ,NOT APPLICABLE,0,1,2021-08-05,35.59735,-80.76379722
370926,North Carolina,IREDELL ,STATESVILLE,0,1,2021-08-07,35.77303889,-80.88170556
370927,North Carolina,JOHNSTON ,NOT APPLICABLE,0,1,2021-08-20,35.41664722,-78.41311667
370928,North Carolina,LEE ,NOT APPLICABLE,0,1,2021-08-23,35.44101667,-79.25358889
370929,North Carolina,LENOIR ,KINSTON,0,1,2021-08-16,35.26024444,-77.57266389
370930,North Carolina,LINCOLN ,LINCOLNTON,0,1,2021-08-16,35.48358889,-81.25718333
370931,North Carolina,MCDOWELL ,NOT APPLICABLE,0,1,2021-08-17,35.84964444,-82.04642222
370932,North Carolina,MECKLENBURG ,CHARLOTTE,0,2,2021-08-01,35.19114167,-80.81856944
370933,North Carolina,MECKLENBURG ,CHARLOTTE,0,2,2021-08-04,35.24945,-81.00223333
370934,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-08-05,35.08156389,-80.77257222
370935,North Carolina,MECKLENBURG ,CHARLOTTE,0,2,2021-08-08,35.23723333,-80.85546111
370936,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-08-21,35.24872222,-80.81584722
