ST_CASE,STATENAME,COUNTYNAME,CITYNAME,PEDS,FATALS,Date,LATITUDE,LONGITUD
370034,North Carolina,DURHAM ,NOT APPLICABLE,0,1,2021-01-23,35.98105,-78.81931389
370035,North Carolina,EDGECOMBE ,NOT APPLICABLE,0,1,2021-01-11,35.90511389,-77.7404
370036,North Carolina,FORSYTH ,WINSTON SALEM,0,1,2021-01-09,36.09453333,-80.23327778
370037,North Carolina,FORSYTH ,WINSTON SALEM,0,1,2021-01-08,36.16341111,-80.27773333
370038,North Carolina,FORSYTH ,WINSTON SALEM,0,1,2021-01-13,36.029825,-80.260525
370039,North Carolina,FORSYTH ,WINSTON SALEM,1,1,2021-01-29,36.06691667,-80.25804722
370040,North Carolina,FORSYTH ,WINSTON SALEM,0,1,2021-01-31,36.06545278,-80.29968889
370041,North Carolina,FORSYTH ,WINSTON SALEM,0,1,2021-01-02,36.06639444,-80.21861667
370042,North Carolina,FRANKLIN ,NOT APPLICABLE,0,1,2021-01-09,36.003025,-78.36526111
370043,North Carolina,GASTON ,NOT APPLICABLE,0,1,2021-01-06,35.41182222,-81.40433889
370044,North Carolina,GASTON ,NOT APPLICABLE,0,1,2021-01-29,35.39755278,-81.43613333
370045,North Carolina,GASTON ,MOUNT HOLLY,1,1,2021-01-22,35.30716111,-81.03189167
370046,North Carolina,GRAHAM ,NOT APPLICABLE,0,1,2021-01-01,35.38523056,-83.71476389
370047,North Carolina,GRANVILLE ,NOT APPLICABLE,0,1,2021-01-22,36.11668889,-78.62095556
370048,North Carolina,GREENE ,NOT APPLICABLE,1,1,2021-01-01,35.41441389,-77.59081944
370049,North Carolina,GUILFORD ,GREENSBORO,1,1,2021-01-05,36.06231389,-79.79336944
370051,North Carolina,GUILFORD ,GREENSBORO,1,1,2021-01-25,36.08050556,-79.82712222
370052,North Carolina,GUILFORD ,SUMMERFIELD,0,1,2021-01-25,36.20869722,-79.92287222
370053,North Carolina,GUILFORD ,GREENSBORO,0,1,2021-01-16,36.06951111,-79.764325
370054,North Carolina,GUILFORD ,HIGH POINT,0,1,2021-01-31,35.92555833,-80.01591111
370055,North Carolina,HALIFAX ,ROANOKE RAPIDS,0,1,2021-01-27,36.45336111,-77.65459167
370056,North Carolina,HALIFAX ,ROANOKE RAPIDS,0,1,2021-01-08,36.41869444,-77.63421111
370057,North Carolina,HARNETT ,NOT APPLICABLE,1,1,2021-01-25,35.33295833,-78.54112222
370058,North Carolina,HENDERSON ,NOT APPLICABLE,1,1,2021-01-10,35.35473333,-82.426325
370059,North Carolina,HOKE ,NOT APPLICABLE,0,1,2021-01-24,35.00321111,-79.17995
370060,North Carolina,HOKE ,NOT APPLICABLE,1,1,2021-01-30,34.83788611,-79.27449167
370061,North Carolina,HOKE ,NOT APPLICABLE,1,1,2021-01-27,35.01440278,-79.15887778
370062,North Carolina,IREDELL ,MOORESVILLE,1,1,2021-01-31,35.63007222,-80.86249167
370063,North Carolina,JACKSON ,NOT APPLICABLE,0,1,2021-01-06,35.422375,-83.11092222
370064,North Carolina,JACKSON ,NOT APPLICABLE,0,1,2021-01-29,35.32763056,-83.20386389
370065,North Carolina,JOHNSTON ,NOT APPLICABLE,0,1,2021-01-09,35.57287778,-78.17657222
370066,North Carolina,JOHNSTON ,NOT APPLICABLE,0,1,2021-01-13,35.64043889,-78.33849444
370067,North Carolina,LENOIR ,NOT APPLICABLE,0,1,2021-01-10,35.18639722,-77.62196944
370068,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-01-01,35.27918056,-80.7927
370069,North Carolina,MECKLENBURG ,CHARLOTTE,2,1,2021-01-04,35.22885556,-80.809
370070,North Carolina,MECKLENBURG ,CHARLOTTE,1,1,2021-01-09,35.19078889,-80.76264722
370071,North Carolina,MECKLENBURG ,CHARLOTTE,1,1,2021-01-04,35.21593056,-80.78447222
370072,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-01-09,35.29851667,-80.99053611
370073,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-01-13,35.213825,-80.75568889
370074,North Carolina,MECKLENBURG ,CHARLOTTE,1,1,2021-01-22,35.32171944,-80.94015833
370075,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-01-28,35.09882778,-80.87786111
370076,North Carolina,MECKLENBURG ,MATTHEWS,1,1,2021-01-27,35.11898333,-80.69790556
370077,North Carolina,MONTGOMERY ,NOT APPLICABLE,0,1,2021-01-05,35.17428056,-79.97247778
370078,North Carolina,MONTGOMERY ,NOT APPLICABLE,0,1,2021-01-19,35.17771667,-79.97850833
370079,North Carolina,MOORE ,JACKSON SPRINGS,0,1,2021-01-08,35.21384444,-79.61203333
370080,North Carolina,MOORE ,NOT APPLICABLE,1,1,2021-01-27,35.13952778,-79.46893333
370081,North Carolina,NASH ,ROCKY MOUNT,0,1,2021-01-09,35.94923056,-77.81265
370082,North Carolina,NASH ,ROCKY MOUNT,0,1,2021-01-25,35.97663889,-77.80491389
370083,North Carolina,NEW HANOVER ,WILMINGTON,0,1,2021-01-18,34.24950278,-77.94640556
370084,North Carolina,ONSLOW ,NOT APPLICABLE,0,1,2021-01-15,34.71238889,-77.48115278
370085,North Carolina,RANDOLPH ,NOT APPLICABLE,0,1,2021-01-28,35.81526667,-79.73685833
370086,North Carolina,RICHMOND ,NOT APPLICABLE,0,1,2021-01-04,34.86663611,-79.64103333
370087,North Carolina,SCOTLAND ,NOT APPLICABLE,1,1,2021-01-22,34.79476111,-79.51465833
370088,North Carolina,SCOTLAND ,NOT APPLICABLE,0,1,2021-01-22,34.91181944,-79.43370556
370089,North Carolina,ORANGE ,NOT APPLICABLE,0,1,2021-01-02,36.04706389,-79.10088333
370090,North Carolina,ORANGE ,NOT APPLICABLE,0,1,2021-01-01,36.05910556,-79.12953333
370091,North Carolina,ORANGE ,CHAPEL HILL,1,1,2021-01-14,35.9461,-79.00980278
370092,North Carolina,ORANGE ,CHAPEL HILL,0,1,2021-01-07,35.90495,-79.01606389
370094,North Carolina,PERSON ,NOT APPLICABLE,0,1,2021-01-30,36.271825,-78.88285278
370095,North Carolina,PITT ,GREENVILLE,0,1,2021-01-01,35.58838333,-77.38806667
370096,North Carolina,PITT ,NOT APPLICABLE,0,1,2021-01-21,35.49770556,-77.29941667
370097,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-01-20,34.677325,-79.12990278
370098,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-01-16,34.87507778,-79.09361667
370099,North Carolina,ROBESON ,LUMBERTON,0,1,2021-01-18,34.61753889,-78.99297778
370100,North Carolina,ROCKINGHAM ,NOT APPLICABLE,0,1,2021-01-05,36.38928611,-79.81405556
370101,North Carolina,ROWAN ,NOT APPLICABLE,0,1,2021-01-12,35.72345278,-80.61401389
370102,North Carolina,ROWAN ,SALISBURY,0,2,2021-01-29,35.65524167,-80.50017778
370103,North Carolina,RUTHERFORD ,NOT APPLICABLE,0,1,2021-01-15,35.399025,-81.823175
370104,North Carolina,SURRY ,NOT APPLICABLE,0,1,2021-01-23,36.49194722,-80.73861389
370105,North Carolina,UNION ,NOT APPLICABLE,0,2,2021-01-01,35.097575,-80.30729167
370106,North Carolina,UNION ,NOT APPLICABLE,0,1,2021-01-21,35.00562222,-80.65389167
370107,North Carolina,UNION ,INDIAN TRAIL,0,1,2021-01-26,35.16076667,-80.56847778
370108,North Carolina,UNION ,MONROE,0,1,2021-01-01,34.96614444,-80.50583056
370109,North Carolina,UNION ,MONROE,1,1,2021-01-03,35.00170556,-80.54494444
370110,North Carolina,VANCE ,NOT APPLICABLE,0,1,2021-01-10,36.31216944,-78.37930556
370111,North Carolina,WAKE ,NOT APPLICABLE,0,1,2021-01-03,35.90901111,-78.65214444
370112,North Carolina,WARREN ,NOT APPLICABLE,0,1,2021-01-27,36.42678333,-78.29074722
370113,North Carolina,WILKES ,NOT APPLICABLE,0,1,2021-01-14,36.10478333,-81.26261111
370114,North Carolina,WILKES ,NOT APPLICABLE,0,1,2021-01-08,36.18331944,-81.05065556
370115,North Carolina,WILKES ,NOT APPLICABLE,0,1,2021-01-20,36.09038611,-81.42106667
370116,North Carolina,WILSON ,NOT APPLICABLE,0,1,2021-01-11,35.69453889,-78.05120556
370117,North Carolina,NEW HANOVER ,WILMINGTON,1,1,2021-01-27,34.19150278,-77.93066944
370118,North Carolina,CHATHAM ,SILER CITY,0,1,2021-01-28,35.73331389,-79.44113889
370119,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-01-29,35.26208889,-80.85008333
370120,North Carolina,NASH ,ROCKY MOUNT,1,1,2021-01-09,35.98229167,-77.83435278
370121,North Carolina,STANLY ,NOT APPLICABLE,1,1,2021-01-01,35.21555556,-80.46031111
370122,North Carolina,MECKLENBURG ,CHARLOTTE,1,1,2021-01-17,35.23316944,-80.87620556
370123,North Carolina,PASQUOTANK ,NOT APPLICABLE,0,2,2021-01-19,36.34775556,-76.31366111
370124,North Carolina,ASHE ,NOT APPLICABLE,0,1,2021-02-26,36.45248889,-81.55891667
370125,North Carolina,ANSON ,NOT APPLICABLE,0,1,2021-02-05,34.84607778,-80.09162778
370126,North Carolina,BRUNSWICK ,NOT APPLICABLE,2,2,2021-02-27,33.92381667,-78.49798889
370127,North Carolina,BRUNSWICK ,NOT APPLICABLE,1,1,2021-02-07,34.18091389,-78.08388056
370128,North Carolina,CABARRUS ,KANNAPOLIS,0,1,2021-02-13,35.49802778,-80.62390556
370129,North Carolina,CABARRUS ,NOT APPLICABLE,0,1,2021-02-18,35.49128056,-80.55418333
370130,North Carolina,CABARRUS ,KANNAPOLIS,0,1,2021-02-21,35.47555556,-80.58042222
370131,North Carolina,CARTERET ,MOREHEAD CITY,1,1,2021-02-16,34.73380556,-76.81350556
370132,North Carolina,CATAWBA ,NOT APPLICABLE,0,2,2021-02-17,35.76548056,-81.15366111
370133,North Carolina,CATAWBA ,NOT APPLICABLE,0,1,2021-02-24,35.67044444,-81.19309167
370134,North Carolina,CATAWBA ,NOT APPLICABLE,1,1,2021-02-27,35.68698611,-81.17801111
370135,North Carolina,CHATHAM ,PITTSBORO,1,1,2021-02-23,35.71970278,-79.1778
370136,North Carolina,CLAY ,NOT APPLICABLE,1,1,2021-02-26,35.03562778,-83.81990278
370137,North Carolina,CUMBERLAND ,NOT APPLICABLE,0,1,2021-02-28,34.87991389,-78.89224444
370138,North Carolina,CUMBERLAND ,FAYETTEVILLE,0,1,2021-02-23,35.08233056,-79.00753889
370139,North Carolina,CUMBERLAND ,NOT APPLICABLE,1,1,2021-02-28,35.02412222,-78.89065833
370140,North Carolina,CUMBERLAND ,HOPE MILLS,0,1,2021-02-12,34.97250556,-78.95977222
370141,North Carolina,DAVIDSON ,NOT APPLICABLE,0,1,2021-02-05,35.52485,-80.13324444
370142,North Carolina,DUPLIN ,NOT APPLICABLE,0,4,2021-02-01,34.97869444,-77.93962222
